Release Date,Season,Episode,Episode Title,Name,Sentence
2012-04-01,Season 2,Episode 1,The North Remembers,roz,"Don't call him Littlefinger, he doesn't like it. Lord Baelish."
2012-04-01,Season 2,Episode 1,The North Remembers,roz,She pretends she doesn't speak the common tongue so that people will think she's exotic. She grew up just down the road in flea bottom.
2012-04-01,Season 2,Episode 1,The North Remembers,daisy,She's beautiful.
2012-04-01,Season 2,Episode 1,The North Remembers,roz,"She's a dumb slut, really, but a lid for every pot. . Lord Commander. Good to see you, again."
2012-04-01,Season 2,Episode 1,The North Remembers,roz,"You do realize this establishment is owned by Lord Petyr Baelish, the King's Master of Coin. Coin which goes in many pockets."
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Orders.
2012-04-01,Season 2,Episode 1,The North Remembers,roz,Whose orders?
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Someone who doesn't care what Littlefinger thinks.
2012-04-01,Season 2,Episode 1,The North Remembers,mhaegan,"No, you can't!"
2012-04-01,Season 2,Episode 1,The North Remembers,mhaegan,No! Please! No! Not my Barra! Please. Please.
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Enough. Get it done. Kill the bastard.
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Give it here.
2012-04-01,Season 2,Episode 1,The North Remembers,gold cloak,"Spread out! Search every house, every room. Look in every room."
2012-04-01,Season 2,Episode 1,The North Remembers,blacksmith,Gendry! His name is Gendry.
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Where is the bastard?
2012-04-01,Season 2,Episode 1,The North Remembers,blacksmith,"The Night's Watch! Please, stop!"
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Where?
2012-04-01,Season 2,Episode 1,The North Remembers,blacksmith,"They took him up the Kingsroad, heading north!"
2012-04-01,Season 2,Episode 1,The North Remembers,janos,How will we know him?
2012-04-01,Season 2,Episode 1,The North Remembers,blacksmith,He's got a bull's head helmet. He made it himself.
2012-04-01,Season 2,Episode 1,The North Remembers,janos,Find him.
2012-04-08,Season 2,Episode 2,The Night Lands,cold,OPEN
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,What are you doing here?
2012-04-08,Season 2,Episode 2,The Night Lands,varys,Your father has named Lord Tyrion to serve as hand in his stead.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,You brought this on yourself.
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,I've done nothing.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Do you understand we're losing the war?
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,Does it ever end?
2012-04-08,Season 2,Episode 2,The Night Lands,jorah mormont,"Everything ends, even the red waste."
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,"Rakharo, Aggo, Kovarro.. Take our remaining horses. Find out how far the Red Waste extends before us, and what lies on the other side."
2012-04-08,Season 2,Episode 2,The Night Lands,edd,All the other wildlings for a hundred leagues have disappeared. Craster's still here.
2012-04-08,Season 2,Episode 2,The Night Lands,craster,"Any man lays a hand on one of my wives, he loses the hand."
2012-04-08,Season 2,Episode 2,The Night Lands,edd,"He marries his daughters, and they give him more daughters."
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,What happens to the boys? What does he do with his sons?
2012-04-08,Season 2,Episode 2,The Night Lands,matthos,"My brother Robert left no trueborn heirs, the boy Joffrey being born of incest between Cersei Lannister, and her brother Jaime Lannister. By right of birth, and blood, I do this day lay claim to the Iron Throne of Westeros."
2012-04-08,Season 2,Episode 2,The Night Lands,stannis baratheon,Send copies of that letter to every corner of the realm.
2012-04-08,Season 2,Episode 2,The Night Lands,robb stark,I'm sending one of your cousins down to King's Landing with my peace terms.
2012-04-08,Season 2,Episode 2,The Night Lands,jaime lannister,You think my father's going to negotiate with you? You don't know him very well.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"We won't beat them until we take King's Landing, and we can't take King's Landing without ships. My father has ships, and men who know how to sail them."
2012-04-08,Season 2,Episode 2,The Night Lands,robb stark,Men who fought my father.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I'm his only living son. He'll listen to me.
2012-04-08,Season 2,Episode 2,The Night Lands,catelyn stark,You don't want Balon Greyjoy for an ally.
2012-04-08,Season 2,Episode 2,The Night Lands,robb stark,I need his ships.
2012-04-08,Season 2,Episode 2,The Night Lands,catelyn stark,He is not trustworthy!
2012-04-08,Season 2,Episode 2,The Night Lands,joffrey lannister,I heard a disgusting lie about uncle Jaime… and you. Father had other children?
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,What are you asking?
2012-04-08,Season 2,Episode 2,The Night Lands,joffrey lannister,How many bastards does he have running around?
2012-04-08,Season 2,Episode 2,The Night Lands,janos,Where is the bastard?
2012-04-08,Season 2,Episode 2,The Night Lands,blacksmith,The Night's Watch! Heading North!
2012-04-08,Season 2,Episode 2,The Night Lands,end,COLD OPEN
2012-04-08,Season 2,Episode 2,The Night Lands,title,SEQUENCE
2012-04-08,Season 2,Episode 2,The Night Lands,jaqen hghar,Boy.
2012-04-08,Season 2,Episode 2,The Night Lands,jaqen hghar,Lovely boy.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,What do you want?
2012-04-08,Season 2,Episode 2,The Night Lands,jaqen hghar,A man has a thirst. The man does not drink for a day and a night. A boy could make a friend.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,I have friends.
2012-04-08,Season 2,Episode 2,The Night Lands,rorge,Give us a beer. Before I skin you.
2012-04-08,Season 2,Episode 2,The Night Lands,jaqen hghar,"A man does not choose his companions. These two, they have no courtesy. A man must ask forgiveness. . You're called Arry. . This man has the honor to be Jaqen H'ghar. Once of the Free City of Lorath."
2012-04-08,Season 2,Episode 2,The Night Lands,rorge,"Hey, you little shit. Get us beer!"
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,You should have asked nicely.
2012-04-08,Season 2,Episode 2,The Night Lands,rorge,Come closer. And I'll shove that stick up your bunghole and fuck you bloody.
2012-04-08,Season 2,Episode 2,The Night Lands,jaqen hghar,The boy has more courage than sense.
2012-04-08,Season 2,Episode 2,The Night Lands,rorge,Come here!
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Yoren said none of us were should go near of those three.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,They don't scare me.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Hmm? Then you're stupid. They scare me.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,What are gold cloaks doing this far from King's Landing?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,What are you doing?
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,They're looking for me.
2012-04-08,Season 2,Episode 2,The Night Lands,gold cloak,You're in command here?
2012-04-08,Season 2,Episode 2,The Night Lands,yoren,You're a long way from home.
2012-04-08,Season 2,Episode 2,The Night Lands,gold cloak,I asked you a question.
2012-04-08,Season 2,Episode 2,The Night Lands,yoren,"Aye, you did. You asked without manners. And I chose not to answer."
2012-04-08,Season 2,Episode 2,The Night Lands,gold cloak,I have a royal warrant. For one of these gutter rats you're transporting.
2012-04-08,Season 2,Episode 2,The Night Lands,yoren,"Well the thing is, , these gutter rats belong to the Night's Watch now. That puts them beyond the reach of kings and queens."
2012-04-08,Season 2,Episode 2,The Night Lands,yoren,"It's a funny thing. People worry so much about their throats, they forget about what's down low. Now I sharpened this blade before breakfast. I could shave a spider's arse if I wanted to. Or, I could nick this artery in your leg and once it's nicked, there's no one around here who knows how to un-nick it."
2012-04-08,Season 2,Episode 2,The Night Lands,yoren,We'll just keep that. Good steel is always needed on the wall. Seems you have a choice. You can die here at this crossroads a long way from home. Or you can go back to your city and tell your masters you didn't find what you were looking for.
2012-04-08,Season 2,Episode 2,The Night Lands,gold cloak,We're looking for a boy named Gendry. . He carries a bull's head helmet. Anyone turning him over will earn the King's reward. We'll be back. With more men. And I'll be taking your head home along with that bastard boy.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,My lord.
2012-04-08,Season 2,Episode 2,The Night Lands,shae,"You make me wait a long time, but your friend keeps me company."
2012-04-08,Season 2,Episode 2,The Night Lands,varys,We were just speaking of your bravery in the victory against the Stark auxiliary forces.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,It was quite a battle.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,I heard you suffered a terrible head wound. The northerners are such fearsome warriors.
2012-04-08,Season 2,Episode 2,The Night Lands,shae,And I tell him the story of how we meet.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,To find so lovely creature working in your father's kitchen. It almost beggars belief.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Strange things do happen. You should taste her fish pie.
2012-04-08,Season 2,Episode 2,The Night Lands,shae,I don't think Lord Varys likes fish pie.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,How can you tell?
2012-04-08,Season 2,Episode 2,The Night Lands,shae,I can always tell.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Men like Lord Varys and I can't let our disadvantages get the best of us. We'll make a fisherman of him yet. .
2012-04-08,Season 2,Episode 2,The Night Lands,varys,"I am glad your new friend was able to accompany you to the capital. Friends are such an important part of life. Unfortunate that your father didn't want her to come. But rest easy my lord, I am very good at keeping secrets for my good friends."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Your discretion is legendary, where your friends are concerned."
2012-04-08,Season 2,Episode 2,The Night Lands,varys,"How unspeakable of me to go on and on, when all you want to do is rest. I will leave you. . Welcome to Kings Landing, my dear. The city is made brighter by your presence. We have a council meeting, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,I don't like threats.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,Who threatened you?
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,I'm not Ned Stark. I understand the way this game is played.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,Ned Stark was a man of honor.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,And I am not. Threaten me again and I will have you thrown into the sea.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,"You might be disappointed in the results. The storms come and go. The big fish eat the little fish. And I keep on paddling. Come, my lord. We shouldn't keep the queen waiting."
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,"From this time until the end of time, we are not part of your realm, but a free and independent Kingdom of the North.” . He has more spirit than his father, I'll give him that."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"You've perfected the art of tearing up papers. Give him his father's bones back, at least, as a gesture of good faith."
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,"You'll give the Starks our reply, cousin?"
2012-04-08,Season 2,Episode 2,The Night Lands,alton,"I will, Your Grace."
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,Did you see my brother when you were the Starks guest?
2012-04-08,Season 2,Episode 2,The Night Lands,alton,"I did. They have not broken his spirit, Your Grace."
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,"If you speak with him, tell him he's not been forgotten."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Safe travels, cousin."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,You have a deft hand with diplomacy.
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,If that's everything?
2012-04-08,Season 2,Episode 2,The Night Lands,pycelle,A raven flew in this morning from Castle Black.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,Trouble with the wildlings?
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,That's why they're called wildlings.
2012-04-08,Season 2,Episode 2,The Night Lands,varys,Somewhat less wild these days. It seems they've stopped killing each other and started following this King-Beyond-the-Wall.
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,"Another king? How many is that now, Five? I've lost count."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Lord Commander asks that we send more men to man The Wall.
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,Perhaps he's forgotten we're fighting a war. We have no men to spare.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Cold winds are rising, and the dead rise with them."
2012-04-08,Season 2,Episode 2,The Night Lands,pycelle,The northerners are a superstitious people.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"According to the Commander, one of these dead men attacked him in his chambers. . Mormont doesn't lie."
2012-04-08,Season 2,Episode 2,The Night Lands,varys,How do you kill a dead man?
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Apparently you burn him.
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,One trip to The Wall and you come back believing in grumpkins and snarks. .
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"I don't know what I believe, but here's a fact for you. The Night's Watch is the only thing that separates us from what lies beyond the Wall."
2012-04-08,Season 2,Episode 2,The Night Lands,cersei lannister,I have every confidence the brave men of the Night's Watch will protect us all.
2012-04-08,Season 2,Episode 2,The Night Lands,edd,"Then I said, if the gods wanted us to have dignity, wouldn't make us fart when we died."
2012-04-08,Season 2,Episode 2,The Night Lands,grenn,We fart when we die?
2012-04-08,Season 2,Episode 2,The Night Lands,edd,"My blessed mother was holding her own when she left this world. She farted so hard, the whole bed shook."
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"Seems a bit greedy for one man to have so many wives. Wouldn't two, or three, be enough for him?"
2012-04-08,Season 2,Episode 2,The Night Lands,edd,We were having a serious discussion.
2012-04-08,Season 2,Episode 2,The Night Lands,grenn,Would you look at that.
2012-04-08,Season 2,Episode 2,The Night Lands,sam,Nothing like the sight of a woman walking away.
2012-04-08,Season 2,Episode 2,The Night Lands,grenn,I prefer watching them come towards me.
2012-04-08,Season 2,Episode 2,The Night Lands,sam,I'm sure that's nice too.
2012-04-08,Season 2,Episode 2,The Night Lands,grenn,"Well, there was a milkmaid named Violet on the next farm over from where I grew up. And we were wrestling together from the time we were six years old. And then we got older, the wrestling, uh, , changed."
2012-04-08,Season 2,Episode 2,The Night Lands,sam,You were with her? How many times?
2012-04-08,Season 2,Episode 2,The Night Lands,grenn,"Well, as many times as I could."
2012-04-08,Season 2,Episode 2,The Night Lands,sam,Wish I'd grew up on a farm.
2012-04-08,Season 2,Episode 2,The Night Lands,edd,We need more potatoes. And get another sack for the sludge. . Get the turnips too.
2012-04-08,Season 2,Episode 2,The Night Lands,sam tarly,"No. Ghost, no. No. Ghost, away. Shoo. Shoo! . You all right? Did he frighten you?"
2012-04-08,Season 2,Episode 2,The Night Lands,gilly,You shouldn't touch me.
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"Oh, oh. Right. I'm sorry. I just wanted to make sure you weren't hurt. ."
2012-04-08,Season 2,Episode 2,The Night Lands,gilly,You're very brave.
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,What're you doing?
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"This is Gilly, she's one of Craster's daughters."
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"Hello, Gilly. What're you doing?"
2012-04-08,Season 2,Episode 2,The Night Lands,gilly,Sam said you could help.
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"I'm sorry, Sam knows we're not supposed to -"
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"She's pregnant. . We have to take her with us, when we leave."
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,What? .
2012-04-08,Season 2,Episode 2,The Night Lands,sam,I know it sounds a bit mad.
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"No it doesn't sound a bit mad, it's impossible."
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"The Lord Commander, , we are sworn to protect -"
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,Sam we can't take her -
2012-04-08,Season 2,Episode 2,The Night Lands,gilly,"Please sir, please. I can still run if I have to."
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,It's just not possible.
2012-04-08,Season 2,Episode 2,The Night Lands,gilly,"I'm going to have a baby, if it's a boy I…"
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"If it's a boy what? . You want us to risk our lives for you, and you won't even tell us why."
2012-04-08,Season 2,Episode 2,The Night Lands,sam,Why did you do that?
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"Do what, ask her a question?"
2012-04-08,Season 2,Episode 2,The Night Lands,sam,You were cruel.
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,Cruel! Sam are you in such a hurry to lose a hand?
2012-04-08,Season 2,Episode 2,The Night Lands,sam,I didn't touch her!
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,No you just want to steal her. What do you think Craster cuts off for that?
2012-04-08,Season 2,Episode 2,The Night Lands,sam,"I can't steal her, she's a person not a goat."
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"We're heading deeper and deeper into wildling territory. We can't take a girl with us. Mormont wouldn't have it. And even if he would, what would we do with her? Who's gonna deliver her baby? You?"
2012-04-08,Season 2,Episode 2,The Night Lands,sam,I could try. . What? I've read about it. A bit.
2012-04-08,Season 2,Episode 2,The Night Lands,jon snow,"I'm sorry Sam, we can't help her."
2012-04-08,Season 2,Episode 2,The Night Lands,jorah mormont,Khaleesi.
2012-04-08,Season 2,Episode 2,The Night Lands,jorah mormont,You don't need to see this.
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,He is blood of my blood.
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,Who did this?
2012-04-08,Season 2,Episode 2,The Night Lands,jorah mormont,"Khal Pono perhaps, Khal Jhaqo They don't like the idea of a woman leading a Khalasaar."
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,They will like it far less when I'm done with them.
2012-04-08,Season 2,Episode 2,The Night Lands,irri,No! They killed his soul!
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,Shh. They cannot kill his soul.
2012-04-08,Season 2,Episode 2,The Night Lands,irri,They did! They butchered him like an animal. They did not burn his body. . He can never join his ancestors in the night lands.
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,Shh. We will build him a funeral pyre.
2012-04-08,Season 2,Episode 2,The Night Lands,daenerys targaryen,"And I promise you, Rakharo will ride with his ancestors tonight."
2012-04-08,Season 2,Episode 2,The Night Lands,woman,Is it as you remember my lord?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Looks smaller.
2012-04-08,Season 2,Episode 2,The Night Lands,woman,"Everything looks bigger when you're a child. I remember my father's cabin, felt like a palace when I was little. Now look at it."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,They'll be waiting for me on the docks.
2012-04-08,Season 2,Episode 2,The Night Lands,woman,Who will?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Anyone who matters, , this is a big day for them. They haven't had much to get excited about since I left. It's a hard place the Iron Islands always has been. It's cold and it's wet."
2012-04-08,Season 2,Episode 2,The Night Lands,woman,I love the cold and wet.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"They say hard places breed hard men, , and hard men rule the world."
2012-04-08,Season 2,Episode 2,The Night Lands,woman,Then you'll be king before long.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Try smiling with your lips closed. . Hmm, better."
2012-04-08,Season 2,Episode 2,The Night Lands,woman,My father doesn't trust you Iron islanders.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I don't blame him.
2012-04-08,Season 2,Episode 2,The Night Lands,woman,"He says that you're all reavers and rapers. And that no matter how many women you have, you'll never be satis-"
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Quit talking about your father. He's right about us. Our wives from the Iron Islands, they're for breeding. That's not enough for us. That's why we take saltwives, from the women we capture."
2012-04-08,Season 2,Episode 2,The Night Lands,woman,Capture me! Take me with you when you go ashore. Make me your saltwife.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Your place is on this ship.
2012-04-08,Season 2,Episode 2,The Night Lands,woman,Not after you leave. Father will punish me. He'll call me a whore.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I haven't paid you.
2012-04-08,Season 2,Episode 2,The Night Lands,man,"I barely touched her. And you charge twice as much as every other brothel. And this is what I get, crying."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,"One moment, my friend. A moment."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,Please accept my sincerest apologies. Ramka will take good care of you.
2012-04-08,Season 2,Episode 2,The Night Lands,roz,"I'm sorry, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,Shhh. Did he hurt you?
2012-04-08,Season 2,Episode 2,The Night Lands,roz,"No, my lord… It's Mhaegen."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,Who?
2012-04-08,Season 2,Episode 2,The Night Lands,roz,"She works for you. She's the one, the girl whose, they killed her baby."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,"Ah, yes, that was poorly handled. Sometimes those with the most power have the least grace."
2012-04-08,Season 2,Episode 2,The Night Lands,roz,"Can't stop thinking about it, I can't sleep. Her poor little baby."
2012-04-08,Season 2,Episode 2,The Night Lands,petyr baelish,"You know, you remind me of another girl. A lovely thing I once acquired from an Elysium pleasure house. Beautiful, like yourself, and intelligent as yourself. But she wasn't happy. She cried, often. I asked her why but, we didn't have the kind of rapport that you and I have. Yes, it was quite sad. Girls from Elysium pleasure houses are expensive. Extremely expensive. And this one wasn't making me any money. I hate bad investments. Really, I do. They haunt me. I had no idea how to make her happy, no idea how to mitigate my losses. A very wealthy patron, he offered me a tremendous amount of money to let him transform this lovely, sad girl. To use her in ways that never occur to most men. And you know what occurs to most men. I would not say he succeeded in making her happy but my losses were definitely mitigated. . Take tonight off to mourn Mhaegen's child. I'll see you tomorrow. But you'll be happy? . That makes me happy."
2012-04-08,Season 2,Episode 2,The Night Lands,podrick,More wine?
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"Damn it, boy!"
2012-04-08,Season 2,Episode 2,The Night Lands,podrick,"Apologies, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Leave us, Podrick. I believe we know how to pour our own wine."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,Is that your new squire? Could have found you a proper lad.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Myself, I prefer the improper ones."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"Hmm, that's a good red. Dornish?"
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"You know your wines, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"That I do. A fine dinner, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Call me Tyrion, please. I'm sure you're getting used to fine dinners, now that you're a lord."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,Maybe I'll hire this cook of yours.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Wars have been started for less.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,I heard there was some trouble in Littlefinger's brothel the other night.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"Hmm. Nasty business, had to be done."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Yes, of course. City Watch must keep the peace. Only, I hadn't realized peace depended on killing babies."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,Orders are orders.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,Quite right. Especially the queen's orders.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,I never said they were the queen's orders.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"No, but who else would want to murder King Robert's bastards? She's always been a jealous woman."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,You know your sister better than I do.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,You've heard the awful rumors about my brother and sister.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,I don't listen to filth.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"That's good of you, but you have heard them. I suppose people who do believe that filth, consider Robert's bastards to be better claimants to the throne than Cersei's children."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"Joffrey is my king, the rest doesn't interest me. ."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,I appreciate your loyalty. Tell me.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,I did. And I would again. The man was a traitor. He tried to buy my loyalty.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,The fool! He had no idea you were already bought.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,Are you drunk? I'll not have my honor questioned by an Imp.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"I'm not questioning your honor, Lord Janos. I'm denying its existence."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,"You think I'll stand here and take this from you, dwarf."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"Dwarf? You should have stopped at imp. And yes, you will stand here and take it from me, unless you'd like to take it from my friend here."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"I intend to serve as Hand of the King until my father returns from the war, and seeing as you betrayed the last Hand of the King, well, I just wouldn't feel safe with you lurking about."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,What are you ta- My friends at court will not allow this. The queen herself -
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,The queen regent. And you're a fool to believe she's your friend.
2012-04-08,Season 2,Episode 2,The Night Lands,janos,We shall hear what Joffrey has to say about this.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"No, we shan't."
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"There's a ship leaving for East Watch by the sea tonight. From there, I'm afraid it's rather a long walk to Castle Black. I hope you enjoy the Wall. I found it surprisingly beautiful, in a brutal, horribly uncomfortable sort of way."
2012-04-08,Season 2,Episode 2,The Night Lands,bronn,"The lads will escort you. The streets aren't safe at night, my lord."
2012-04-08,Season 2,Episode 2,The Night Lands,janos,These men are under my command. . I command you to arrest this cutthroat.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,His name is Bronn... and he is the new commander of the City Watch.
2012-04-08,Season 2,Episode 2,The Night Lands,bronn,Boys?
2012-04-08,Season 2,Episode 2,The Night Lands,janos,I have friends at court! Powerful friends! The king himself made me a lord!
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,To the new Commander.
2012-04-08,Season 2,Episode 2,The Night Lands,tyrion lannister,"If I told you to murder, an infant girl say, still at her mother's breast, would you do it without question?"
2012-04-08,Season 2,Episode 2,The Night Lands,bronn,Without question? No. I'd ask how much.
2012-04-08,Season 2,Episode 2,The Night Lands,lommy,"If they come back, I say we yield. Gendry's the one they want. I don't want to get caught in the middle of a battle."
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,I'm not afraid of no battles.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,"If you got within a mile of a battle, you'd fill your pants."
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,I've seen lots of battles. I saw -
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Liar.
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,I saw a man kill another man just outside a tavern in Flea Bottom. Stabbed him right in the neck.
2012-04-08,Season 2,Episode 2,The Night Lands,lommy,Two men fighting isn't a battle.
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,They had armor on.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,So?
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,"So, if they got armor on, it's a battle."
2012-04-08,Season 2,Episode 2,The Night Lands,lommy,"No, it isn't."
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,What's a dyer's apprentice know about battles anyway?
